188	188	189	189	187	187	186	186	186	186	186	186	184	184	183	183	182	182	182	182	181	181	181	181	181	181	180	180	180	180	180	180	180	180	181	181	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	179	179	180	180	180	180	180	180	179	178	179	180	178	179	178	178	178	178	178	178	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	177	177	177	177	177	177	178	178	178	178	179	178	179	179	178	178	178	179	178	178	178	178	178	178	179	179	179	179	178	178	178	178	178	178	178	178	178	178	178	178	179	179	180	180	180	180	180	180	181	181	182	182	182	182	182	182	182	182	218	218	220	220	220	220	220	220	220	220	220	220	221	220	220	220	182	181	182	182	181	181	182	182	180	180	180	180	180	180	181	181	182	182	194	194	198	198	198	198	199	199	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	199	199	199	199	199	199	199	199	198	198	198	198	198	198	198	198	198	198	197	197	195	195	195	195	194	194	195	195	195	195	195	194	196	196	245	245	259	259	262	262	264	264	264	264	264	264	265	265	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	264	266	266	266	266	267	267	266	266	266	266	268	268	267	267	268	268	266	266	266	266	266	266	265	265	264	264	264	264	262	262	262	262	260	260	261	261	257	257	241	241	194	194	193	193	186	186	186	186	186	185	184	184	185	185	185	185	186	186	186	186	187	187	188	188	188	188	188	188	188	187	188	188	188	188	188	188	190	190	190	190	190	190	190	190	190	191	193	193	202	201	202	202	204	204	204	204	204	204	204	204	206	206	207	207	210	210	213	213	220	220	226	226	235	235	236	236	238	238	239	239	240	240	240	240	240	240	240	240	239	239	239	239	239	239	239	239	239	239	239	239	239	239	240	240	240	240	240	240	242	242	242	242	241	241	242	242	242	242	242	242	244	243	244	244	245	245	245	245	246	246	246	246	246	246	246	246	246	246	247	248	248	248	248	248	248	248	250	250	249	249	250	250	251	250	252	252	253	253	254	254	257	257	257	257	258	258	258	258	258	258	259	259	258	258	258	258	258	258	258	258	259	259	258	258	258	258	258	258	259	259	258	258	258	258	258	258	258	258	259	259	260	260	260	260	260	260	258	258	260	261	262	262	262	262	262	262	263	263	264	264	263	263	265	265	265	265	266	266	266	266	267	267	268	268	269	269	270	270	270	270	271	271	272	272	274	274	274	274	276	276	277	276	276	276	276	276	277	276	277	277	277	277	278	278	280	280	280	280	280	280	280	280	280	280	279	279
	
