144	144	145	145	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	143	144	144	144	143	143	142	143	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	141	141	142	142	142	142	142	142	142	142	142	142	142	142	141	141	142	142	142	142	142	142	140	140	141	142	141	141	141	141	140	140	140	140	142	141	142	142	140	141	141	141	142	142	142	142	141	141	141	141	142	142	142	142	141	141	141	141	141	141	142	142	142	142	143	143	143	143	144	144	144	144	144	144	144	143	144	144	144	144	178	178	180	180	182	182	180	180	181	181	179	179	178	178	144	144	144	144	142	142	142	142	142	142	142	142	143	142	142	142	159	159	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	161	161	162	162	162	162	161	161	161	161	161	161	161	161	162	162	161	161	162	162	162	162	164	163	209	207	212	212	213	213	214	214	214	214	214	214	215	215	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	217	217	216	216	216	216	216	216	216	216	216	216	215	215	214	214	214	214	214	214	212	212	211	211	201	201	173	170	156	156	154	154	150	150	150	150	150	150	150	150	149	149	150	150	149	149	149	150	149	149	149	149	151	151	152	152	153	153	156	156	160	160	160	160	162	162	162	162	164	164	167	167	171	171	177	177	178	178	179	179	181	181	184	184	185	185	185	185	186	186	186	187	187	187	188	188	187	187	188	188	188	188	188	188	188	188	189	190	190	190	190	190	191	191	192	192	192	192	193	193	194	194	195	195	196	196	196	196	196	196	197	196	197	197	198	198	197	197	198	198	198	198	199	199	200	200	201	201	202	202	202	202	202	202	202	203	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	203	203	204	204	204	204	205	205	206	206	206	206	206	206	206	206	206	206	207	207	207	207	208	208	208	208	208	208	208	208	208	208	208	208	210	210	210	210	210	210	211	211	212	211	212	212	213	213	214	214	214	214	214	214	214	214	213	213	214	214	216	216	216	216	217	217	218	218	218	218	218	218	220	220	220	220	222	221	222	222	224	224	225	226	227	226	227	227	231	231	237	237	239	239	238	238
	
